rotation number,time after start [s]
1,3.5409624576568604
2,6.512820720672607
3,8.541494369506836
4,10.210949420928955
5,11.672154903411865
6,12.9965500831604
7,14.231316328048706
8,15.393153429031372
9,16.493502616882324
10,17.543951272964478
11,18.54949975013733
12,19.518101692199707
13,20.452204942703247
14,21.356874704360962
15,22.2322096824646
16,23.083699703216553
17,23.91388201713562
18,24.722498655319214
19,25.51298499107361
20,26.28644347190857
21,27.043830394744873
22,27.786256074905396
23,28.515623092651367
24,29.23329520225525
25,29.93913221359253
26,30.63390851020813
27,31.318265676498413
28,31.992199420928955
29,32.657477617263794
30,33.31359553337097
31,33.96133828163147
32,34.60138463973999
33,35.23398184776306
34,35.85887050628662
35,36.47669267654419
36,37.0880024433136
37,37.69303250312805
38,38.29193878173828
39,38.885058641433716
40,39.47217011451721
41,40.05419063568115
42,40.630693674087524
43,41.20234227180481
44,41.769564151763916
45,42.33208250999451
46,42.889955282211304
47,43.44385862350464
48,43.99352526664734
49,44.53954243659973
50,45.08194875717163
51,45.620827436447144
52,46.15580987930298
53,46.68722200393677
54,47.2152156829834
55,47.74016809463501
56,48.261240005493164
57,48.778992652893066
58,49.29381775856018
59,49.805823802948
60,50.31513857841492
61,50.82197856903076
62,51.325987815856934
63,51.82764506340027
64,52.326998472213745
65,52.82410144805908
66,53.31889462471008
67,53.81175446510315
68,54.30212736129761
69,54.79079794883728
70,55.277236461639404
71,55.7618670463562
72,56.244564056396484
73,56.72540521621704
74,57.20438265800476
75,57.68154573440552
76,58.157002687454224
77,58.63081622123718
78,59.10291910171509
79,59.573386669158936
80,60.042092084884644
81,60.50935482978821
82,60.974884271621704
83,61.438987255096436
84,61.90192270278931
85,62.36806654930115
86,62.83851909637451
87,63.31397819519043
88,63.79397654533386
89,64.27911233901978
90,64.7693018913269
91,65.26494717597961
92,65.76557207107544
93,66.27187585830688
94,66.783451795578
95,67.30024123191833
96,67.8223340511322
97,68.34983325004578
98,68.88322353363037
99,69.42231822013855
100,69.96733808517456
101,70.51844263076782
102,71.07581615447998
103,71.63968896865845
104,72.20977425575256
105,72.78678560256958
106,73.37028813362122
107,73.96065258979797
108,74.55843043327332
109,75.16337203979492
110,75.77535915374756
111,76.39500975608826
112,77.02268624305725
113,77.65898776054382
114,78.30395174026489
115,78.95759177207947
116,79.62013125419617
117,80.29178023338318
118,80.97330570220947
119,81.6647641658783
120,82.36640000343323
121,83.07871150970459
122,83.80162072181702
123,84.53575086593628
124,85.28195858001709
125,86.04053044319153
126,86.81176805496216
127,87.59642100334167
128,88.39536762237549
129,89.20937848091125
130,90.03819823265076
131,90.8826105594635
132,91.74333882331848
133,92.62148141860962
134,93.5185215473175
135,94.43496751785278
136,95.37046766281128
137,96.32512664794922
138,97.30243682861328
139,98.30351781845093
140,99.33186531066895
141,100.38748860359192
142,101.47212958335876
143,102.58660221099854
144,103.73525309562683
145,104.91890048980713
146,106.14269971847534
147,107.4056293964386
148,108.7129397392273
149,110.06685161590576
150,111.47526669502258
151,112.94916915893555
152,114.493088722229
153,116.11595559120178
154,117.8247172832489
155,119.63678979873657
156,121.56955218315125
157,123.64460825920105
158,125.89382600784302
159,128.3704903125763
160,131.15157198905945
161,134.42838144302368
162,138.55745887756348
163,144.8950219154358
