rotation number,time after start [s]
1,4.835036993026733
2,8.328324556350708
3,10.900319814682007
4,13.006189346313477
5,14.823644638061523
6,16.45591139793396
7,17.94722843170166
8,19.3378324508667
9,20.644222259521484
10,21.879640817642212
11,23.066823959350586
12,24.21084713935852
13,25.312739372253418
14,26.378941774368286
15,27.41649031639099
16,28.42643976211548
17,29.409756422042847
18,30.368929147720337
19,31.30709218978882
20,32.22570037841797
21,33.12875318527222
22,34.01801800727844
23,34.89307379722595
24,35.751673221588135
25,36.596009969711304
26,37.42561745643616
27,38.24242091178894
28,39.046913146972656
29,39.837841272354126
30,40.61762714385986
31,41.38631820678711
32,42.14382004737854
33,42.89146399497986
34,43.62868881225586
35,44.356412410736084
36,45.07560753822327
37,45.787399768829346
38,46.49161434173584
39,47.1889533996582
40,47.8792986869812
41,48.56270909309387
42,49.23926758766174
43,49.910025119781494
44,50.5755820274353
45,51.23614239692688
46,51.89161229133606
47,52.5426926612854
48,53.18969488143921
49,53.83343148231506
50,54.47397756576538
51,55.110570192337036
52,55.74322056770325
53,56.37187838554382
54,56.99679613113403
55,57.61776041984558
56,58.23461961746216
57,58.84694147109985
58,59.45443534851074
59,60.05689454078674
60,60.65562582015991
61,61.25056266784668
62,61.842448711395264
63,62.43120265007019
64,63.01707077026367
65,63.60007190704346
66,64.18042397499084
67,64.75839281082153
68,65.33366012573242
69,65.90649604797363
70,66.4772629737854
71,67.04649305343628
72,67.61360716819763
73,68.1786847114563
74,68.74217939376831
75,69.30369758605957
76,69.86381149291992
77,70.42268300056458
78,70.97953009605408
79,71.53509068489075
80,72.09581708908081
81,72.66483998298645
82,73.24302053451538
83,73.83022022247314
84,74.42666554450989
85,75.03227877616882
86,75.64690065383911
87,76.27112150192261
88,76.90545177459717
89,77.54978632926941
90,78.20565056800842
91,78.87344765663147
92,79.55349659919739
93,80.24741959571838
94,80.95667767524719
95,81.68767642974854
96,82.4440610408783
97,83.22675800323486
98,84.03664898872375
99,84.87431120872498
100,85.73706150054932
101,86.62522029876709
102,87.54092574119568
103,88.48773336410522
104,89.46803617477417
105,90.48573350906372
106,91.54430985450745
107,92.64901757240295
108,93.80306386947632
109,95.01073431968689
110,96.28188037872314
111,97.62850284576416
112,99.05721306800842
113,100.58126425743103
114,102.22100257873535
115,103.99241280555725
116,105.93200707435608
117,108.10176086425781
118,110.60152220726013
119,113.67595267295837
120,118.41257739067078
