rotation number,time after start [s]
1,0.5947082042694092
2,1.1119740009307861
3,1.4654371738433838
4,1.7534101009368896
5,2.008896589279175
6,2.23990535736084
7,2.4519221782684326
8,2.651378631591797
9,2.840686798095703
10,3.0220296382904053
11,3.1944634914398193
12,3.360910654067993
13,3.522740364074707
14,3.6813435554504395
15,3.8369100093841553
16,3.991701602935791
17,4.143816232681274
18,4.294171571731567
19,4.4425859451293945
20,4.589080333709717
21,4.733985900878906
22,4.876628637313843
23,5.017128944396973
24,5.156022310256958
25,5.293510437011719
26,5.42907452583313
27,5.562648296356201
28,5.6946022510528564
29,5.824933767318726
30,5.953886985778809
31,6.081640243530273
32,6.2082860469818115
33,6.333132982254028
34,6.456974506378174
35,6.5792272090911865
36,6.700932502746582
37,6.821289777755737
38,6.941149473190308
39,7.059513568878174
40,7.1772801876068115
41,7.294295310974121
42,7.411418676376343
43,7.527528762817383
44,7.643143653869629
45,7.757758140563965
46,7.8717734813690186
47,7.9849138259887695
48,8.097644090652466
49,8.209711074829102
50,8.321340322494507
51,8.432421445846558
52,8.543233394622803
53,8.653122663497925
54,8.762656450271606
55,8.87166166305542
56,8.980760335922241
57,9.089398860931396
58,9.197801113128662
59,9.306074857711792
60,9.413553953170776
61,9.520838737487793
62,9.627606868743896
63,9.733781814575195
64,9.840008735656738
65,9.945396184921265
66,10.051196575164795
67,10.156704664230347
68,10.261975288391113
69,10.367385625839233
70,10.471815824508667
71,10.57633638381958
72,10.680550575256348
73,10.784308910369873
74,10.888011455535889
75,10.991460800170898
76,11.094901323318481
77,11.1981840133667
78,11.301405668258667
79,11.404609441757202
80,11.50771951675415
81,11.61257529258728
82,11.720281839370728
83,11.831477165222168
84,11.9463529586792
85,12.065313816070557
86,12.188517332077026
87,12.316605806350708
88,12.45005750656128
89,12.589705228805542
90,12.736387491226196
91,12.89126968383789
92,13.055712699890137
93,13.231194734573364
94,13.420286178588867
95,13.623666763305664
96,13.842352390289307
97,14.08041524887085
98,14.341576337814331
99,14.631893396377563
100,14.962412595748901
101,15.349725008010864
102,15.857626676559448
103,16.68176794052124
