rotation number,time after start [s]
1,3.9402267932891846
2,7.077158451080322
3,9.205745220184326
4,10.948241949081421
5,12.46683645248413
6,13.837362051010132
7,15.101850032806396
8,16.28555464744568
9,17.40215539932251
10,18.46332883834839
11,19.476009607315063
12,20.445035934448242
13,21.378050565719604
14,22.280619621276855
15,23.153196334838867
16,24.002212285995483
17,24.830024003982544
18,25.637652158737183
19,26.42781352996826
20,27.20111083984375
21,27.95970106124878
22,28.70354127883911
23,29.434168100357056
24,30.151695489883423
25,30.85692524909973
26,31.55111336708069
27,32.234670877456665
28,32.907382011413574
29,33.57002639770508
30,34.22259545326233
31,34.86672306060791
32,35.50214076042175
33,36.12969970703125
34,36.75013494491577
35,37.36362051963806
36,37.97016406059265
37,38.571051597595215
38,39.16594123840332
39,39.754934787750244
40,40.339038133621216
41,40.91775059700012
42,41.49145555496216
43,42.059863328933716
44,42.62300252914429
45,43.18164420127869
46,43.7352180480957
47,44.28520345687866
48,44.83084011077881
49,45.37226343154907
50,45.90962886810303
51,46.44352626800537
52,46.974116802215576
53,47.501248836517334
54,48.025490045547485
55,48.54688763618469
56,49.065001487731934
57,49.57989716529846
58,50.09188914299011
59,50.600523233413696
60,51.10616064071655
61,51.60950708389282
62,52.110270977020264
63,52.608957052230835
64,53.10560655593872
65,53.60042452812195
66,54.092690229415894
67,54.583054542541504
68,55.07119154930115
69,55.55730652809143
70,56.041258573532104
71,56.52323317527771
72,57.003578186035156
73,57.481990575790405
74,57.958691120147705
75,58.43361139297485
76,58.90687561035156
77,59.3784966468811
78,59.8486053943634
79,60.31700658798218
80,60.783326864242554
81,61.249258279800415
82,61.71865177154541
83,62.19257593154907
84,62.67087173461914
85,63.154141664505005
86,63.64264440536499
87,64.13620281219482
88,64.63523077964783
89,65.13995289802551
90,65.65019035339355
91,66.1656506061554
92,66.68665838241577
93,67.21312665939331
94,67.74524140357971
95,68.2832248210907
96,68.8266110420227
97,69.3760073184967
98,69.93147087097168
99,70.49337697029114
100,71.06192231178284
101,71.6374044418335
102,72.21944046020508
103,72.80864119529724
104,73.40492057800293
105,74.00878477096558
106,74.62049174308777
107,75.23951506614685
108,75.86646151542664
109,76.50145030021667
110,77.14475560188293
111,77.79690384864807
112,78.45856475830078
113,79.12900304794312
114,79.80857563018799
115,80.49776983261108
116,81.19677734375
117,81.90645670890808
118,82.62692165374756
119,83.35885548591614
120,84.10207509994507
121,84.85717225074768
122,85.62582397460938
123,86.40744590759277
124,87.20324778556824
125,88.01275849342346
126,88.83615589141846
127,89.6754858493805
128,90.53159689903259
129,91.4048478603363
130,92.29630851745605
131,93.2066342830658
132,94.13737630844116
133,95.08833003044128
134,96.06202697753906
135,97.05844044685364
136,98.07936120033264
137,99.12695217132568
138,100.20397353172302
139,101.31090259552002
140,102.4510715007782
141,103.62639784812927
142,104.83629441261292
143,106.08679938316345
144,107.38091826438904
145,108.72684073448181
146,110.1304702758789
147,111.5966866016388
148,113.13164687156677
149,114.74270868301392
150,116.44454097747803
151,118.25063276290894
152,120.17570877075195
153,122.2450840473175
154,124.48797345161438
155,126.96439266204834
156,129.75644302368164
157,133.04684114456177
158,137.17907333374023
159,143.59854006767273
