rotation number,time after start [s]
1,1.136505365371704
2,1.9096531867980957
3,2.2118148803710938
4,2.4860761165618896
5,2.7373440265655518
6,2.9720633029937744
7,3.193601608276367
8,3.403548002243042
9,3.605201482772827
10,3.8000922203063965
11,3.990286111831665
12,4.175502300262451
13,4.355971574783325
14,4.53204870223999
15,6.638101100921631
16,6.795609712600708
17,6.954347610473633
18,7.113568544387817
19,7.272686243057251
20,7.432089805603027
21,7.591756343841553
22,7.751027345657349
23,7.908921003341675
24,8.065531253814697
25,8.222521305084229
26,8.379389762878418
27,8.536510467529297
28,8.694115400314331
29,8.853339433670044
30,9.012890577316284
31,9.330026626586914
32,9.650731086730957
33,9.812868118286133
34,9.975900173187256
35,10.140537023544312
36,10.305268287658691
37,10.470553398132324
38,10.635888814926147
39,11.78628921508789
40,11.951770305633545
41,12.11592149734497
42,12.281436920166016
43,12.446345567703247
44,12.612110137939453
45,12.777673721313477
46,12.94280743598938
47,13.108590602874756
48,13.273952007293701
49,13.438504219055176
50,13.602395296096802
51,13.765506982803345
52,13.928466081619263
53,14.091737508773804
54,14.254031419754028
55,14.416523694992065
56,14.579286336898804
57,14.74205231666565
58,14.905704975128174
59,15.06874418258667
60,15.232074499130249
61,15.574106693267822
62,15.766904830932617
63,15.980079889297485
64,16.219601154327393
65,16.49630856513977
66,16.831960678100586
67,17.27241349220276
68,18.10484027862549
