rotation number,time after start [s]
1,2.6223371028900146
2,7.354271173477173
3,10.098754644393921
4,12.295828342437744
5,14.2008798122406
6,15.932029962539673
7,17.524814128875732
8,19.008679628372192
9,20.41686987876892
10,21.758429527282715
11,23.044005870819092
12,24.27859616279602
13,25.467305421829224
14,26.61674690246582
15,27.73313307762146
16,28.82444977760315
17,29.891505479812622
18,30.93394684791565
19,31.956797122955322
20,32.958250522613525
21,33.94388270378113
22,34.912715435028076
23,35.86108469963074
24,36.79350471496582
25,37.709439277648926
26,38.61046624183655
27,39.497628927230835
28,40.37000226974487
29,41.22923564910889
30,42.07548427581787
31,42.90930652618408
32,43.73289370536804
33,44.54624843597412
34,45.34850811958313
35,46.140474796295166
36,46.92633605003357
37,47.706106662750244
38,48.47796392440796
39,49.24195575714111
40,49.99762320518494
41,50.747626543045044
42,51.492043256759644
43,52.23155164718628
44,52.96480870246887
45,53.69352412223816
46,54.41698884963989
47,55.13626980781555
48,55.851927042007446
49,56.562296867370605
50,57.26768136024475
51,57.968849420547485
52,58.666266441345215
53,59.35931849479675
54,60.05027484893799
55,60.73988199234009
56,61.427971839904785
57,62.11336016654968
58,62.79508662223816
59,63.47422790527344
60,64.15127611160278
61,64.82588934898376
62,65.49812316894531
63,66.16829490661621
64,66.83647608757019
65,67.50232362747192
66,68.16647458076477
67,68.82861566543579
68,69.48796367645264
69,70.14380431175232
70,70.79685139656067
71,71.44711208343506
72,72.09417462348938
73,72.73785734176636
74,73.3776867389679
75,74.01496434211731
76,74.64993047714233
77,75.28244233131409
78,75.91222953796387
79,76.53900742530823
80,77.16389894485474
81,77.78764748573303
82,78.41527390480042
83,79.05678296089172
84,79.71238231658936
85,80.38208389282227
86,81.067538022995
87,81.77011251449585
88,82.49233078956604
89,83.23533225059509
90,83.99929094314575
91,84.787104845047
92,85.60038614273071
93,86.44109916687012
94,87.31188011169434
95,88.21736979484558
96,89.16088700294495
97,90.14532947540283
98,91.17740774154663
99,92.26074862480164
100,93.40623903274536
101,94.63291788101196
102,95.95404410362244
103,97.38187313079834
104,98.95015120506287
105,100.71280884742737
106,102.73503422737122
107,105.10634088516235
108,108.12259936332703
109,113.47672057151794
