rotation number,time after start [s]
1,3.629879951477051
2,6.675239562988281
3,8.741519212722778
4,10.445708751678467
5,11.93932032585144
6,13.288288116455078
7,14.530790328979492
8,15.6978120803833
9,16.804977416992188
10,17.864290475845337
11,18.881963968276978
12,19.858765840530396
13,20.800068616867065
14,21.710824489593506
15,22.5939302444458
16,23.457086086273193
17,24.297882556915283
18,25.116591453552246
19,25.914731979370117
20,26.694213151931763
21,27.458768129348755
22,28.209280729293823
23,28.946807861328125
24,29.671005964279175
25,30.38335609436035
26,31.08494257926941
27,31.77641987800598
28,32.45773696899414
29,33.12991189956665
30,33.793497800827026
31,34.447818994522095
32,35.093841314315796
33,35.7332603931427
34,36.36571764945984
35,36.991355419158936
36,37.609833002090454
37,38.22230625152588
38,38.828622817993164
39,39.42967653274536
40,40.02470660209656
41,40.61476421356201
42,41.19907832145691
43,41.77810978889465
44,42.351619482040405
45,42.92079448699951
46,43.485666036605835
47,44.04660654067993
48,44.60292673110962
49,45.15555715560913
50,45.703994035720825
51,46.24872851371765
52,46.78957748413086
53,47.32702016830444
54,47.86078596115112
55,48.39110851287842
56,48.917888164520264
57,49.44200372695923
58,49.96277093887329
59,50.480562686920166
60,50.99533987045288
61,51.507768630981445
62,52.017815589904785
63,52.525495290756226
64,53.030739068984985
65,53.53341221809387
66,54.033891439437866
67,54.53172492980957
68,55.0273118019104
69,55.52028131484985
70,56.011364221572876
71,56.50059700012207
72,56.98754143714905
73,57.472975969314575
74,57.956013202667236
75,58.436763763427734
76,58.915627241134644
77,59.39305639266968
78,59.8686637878418
79,60.3427836894989
80,60.815242767333984
81,61.28624391555786
82,61.75578737258911
83,62.22599959373474
84,62.700716972351074
85,63.17989492416382
86,63.66413950920105
87,64.15296220779419
88,64.6470239162445
89,65.1464376449585
90,65.6515200138092
91,66.16195464134216
92,66.67765498161316
93,67.19842433929443
94,67.72501707077026
95,68.25742864608765
96,68.79567861557007
97,69.339763879776
98,69.88968420028687
99,70.44597578048706
100,71.00847816467285
101,71.57755851745605
102,72.15297603607178
103,72.73527932167053
104,73.32490944862366
105,73.92148804664612
106,74.5254602432251
107,75.13691926002502
108,75.7562301158905
109,76.38349843025208
110,77.01895356178284
111,77.66275596618652
112,78.3149049282074
113,78.97593832015991
114,79.64608716964722
115,80.32634568214417
116,81.01670050621033
117,81.71716213226318
118,82.42856574058533
119,83.15056538581848
120,83.88409948348999
121,84.62883853912354
122,85.38572216033936
123,86.15503239631653
124,86.93756246566772
125,87.73396277427673
126,88.54409790039062
127,89.36854600906372
128,90.20846557617188
129,91.06476902961731
130,91.93800759315491
131,92.82871460914612
132,93.7376480102539
133,94.66612482070923
134,95.61601734161377
135,96.58884191513062
136,97.58398795127869
137,98.60207271575928
138,99.64609837532043
139,100.71826601028442
140,101.81830143928528
141,102.95045733451843
142,104.11765670776367
143,105.31898379325867
144,106.56117558479309
145,107.84685254096985
146,109.18305349349976
147,110.57544445991516
148,112.02450728416443
149,113.53884863853455
150,115.12704205513
151,116.80491995811462
152,118.584641456604
153,120.48710107803345
154,122.52795004844666
155,124.73648500442505
156,127.16440963745117
157,129.8946294784546
158,133.014643907547
159,136.80255794525146
160,142.13012981414795
