rotation number,time after start [s]
1,0.8650259971618652
2,1.4527873992919922
3,1.8932278156280518
4,2.2884838581085205
5,2.65018367767334
6,2.9842405319213867
7,3.290029287338257
8,3.5795984268188477
9,3.8518269062042236
10,4.110104084014893
11,4.364315748214722
12,4.605656623840332
13,4.838838815689087
14,5.067230463027954
15,5.292666435241699
16,5.5141212940216064
17,5.732359170913696
18,5.949341773986816
19,6.164839267730713
20,6.378000020980835
21,6.590791702270508
22,6.802032232284546
23,7.011988878250122
24,7.220559120178223
25,7.427031517028809
26,7.631490230560303
27,7.833781003952026
28,8.034297704696655
29,8.232288837432861
30,8.429248332977295
31,8.62501859664917
32,8.819910764694214
33,9.010874271392822
34,9.198216676712036
35,9.384506940841675
36,9.567881107330322
37,9.751096248626709
38,9.930530786514282
39,10.108815908432007
40,10.28675389289856
41,10.464445352554321
42,10.64180326461792
43,10.81913423538208
44,10.99617314338684
45,11.173365831375122
46,11.349771738052368
47,11.527371406555176
48,11.704365491867065
49,11.882959842681885
50,12.060302257537842
51,12.237726211547852
52,12.414496660232544
53,12.591389656066895
54,12.767061471939087
55,12.941892147064209
56,13.116195440292358
57,13.2898690700531
58,13.462271690368652
59,13.633498668670654
60,13.804122686386108
61,13.973994493484497
62,14.143629789352417
63,14.313333749771118
64,14.482914924621582
65,14.652472019195557
66,14.822237968444824
67,14.990915298461914
68,15.160403490066528
69,15.329492568969727
70,15.498082876205444
71,15.66785717010498
72,15.83743405342102
73,16.00613498687744
74,16.174291372299194
75,16.34174633026123
76,16.50780415534973
77,16.67374086380005
78,16.841437578201294
79,17.01858401298523
80,17.211787462234497
81,17.42536687850952
82,17.66788411140442
83,17.95199942588806
84,18.305550813674927
85,18.8121976852417
